SYMBOL,period_end,OPEN,HIGH,LOW,CLOSE,VALUE,NAME,Industry,Segment,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,NR4,NR7,Overlay,History_OK,Regime,Own_Narrow,Virgin_CPR,ATR14,SMA50,SMA100,Width_ATR,Value_Ratio,Above_SMA50,Above_SMA100,Setup,Risk_Multiplier,Triple_Confluence,Applies,Timeframe,Daily_Signal,Weekly_Signal,Monthly_Signal,Confluence_Score
AARTIDRUGS,20260925,427.7,450.2,422.6,427.4,453662743.35,AARTI DRUGS LTD.,Healthcare & Pharma,Cash Only,20260925,433.3999999999999,436.4,430.39999999999986,436.4,430.39999999999986,6.000000000000114,1.4038371548900594,Wide,Bearish,Below CPR,False,False,0.7037037037037037,54,292215366.025,False,False,Higher,True,Neutral,False,None,26.810714285714283,399.639,,0.223791128280276,1.5524944821388609,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AARTIIND,20260925,483.0,504.8,481.05,489.25,1125295782.15,AARTI INDUSTRIES LTD,Chemicals,Cash Only,20260925,491.7,492.925,490.47499999999997,492.925,490.47499999999997,2.4500000000000455,0.5007664793050681,Moderate,Bearish,Below CPR,False,False,0.2962962962962963,54,1451808968.9,True,False,Higher,True,Neutral,False,None,34.03928571428571,438.99299999999994,,0.07197565837792601,0.7750990703705385,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AARTIPHARM,20260925,820.0,962.0,811.2,939.55,7410730501.85,AARTI PHARMALABS LIMITED,Diversified,Cash Only,20260925,904.25,886.6,921.9,921.9,886.6,35.299999999999955,3.7571177691447986,Wide,Bullish,Above CPR,False,False,0.9444444444444444,54,598624606.9749999,False,False,Higher,True,Neutral,False,None,77.39285714285718,736.617,,0.456114443931702,12.37959551863108,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AARTISURF,20260925,534.0,540.95,500.05,515.7,25727798.549999997,AARTI SURFACTANTS LIMITED,Diversified,Cash Only,20260925,518.9,520.5,517.3,520.5,517.3,3.2000000000000455,0.6205158037618859,Moderate,Bearish,Below CPR,False,False,0.25,52,18180702.275,True,True,Inside,True,Neutral,True,None,62.574999999999996,422.56200000000007,,0.05113863363963317,1.4151157728036663,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AARVI,20260925,140.0,141.3,134.5,136.91,8046261.25,AARVI ENCON LIMITED,Diversified,Cash Only,20260925,137.57000000000002,137.9,137.24000000000004,137.9,137.24000000000004,0.6599999999999682,0.4820685121612506,Moderate,Bearish,Below CPR,False,False,0.2037037037037037,54,11842001.575,True,True,Lower,True,Neutral,True,None,13.512857142857143,133.7774,,0.0488423723437972,0.6794680104575143,True,False,Short,0.5,None,Week 28 Sep – 02 Oct 2026,Weekly,0,-2,0,-2
AASTHA,20260925,76.0,96.0,72.72,72.72,1045872945.76,AASTHA SPINTEX LIMITED,Diversified,Cash Only,20260925,80.48,84.36,76.60000000000001,84.36,76.60000000000001,7.759999999999991,10.671067106710659,Wide,Bearish,Below CPR,False,False,0.9,10,529799989.065,False,False,Higher,False,Neutral,False,None,,,,,1.9740901610922534,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
AAVAS,20260925,1285.0,1342.6,1242.7,1267.7,556179164.2,AAVAS FINANCIERS LIMITED,Financial Services,Cash Only,20260925,1284.3333333333333,1292.65,1276.0166666666664,1292.65,1276.0166666666664,16.633333333333667,1.3120875075596485,Wide,Bearish,Below CPR,False,False,0.5925925925925926,54,958795512.25,False,False,Outside,True,Neutral,False,None,90.2357142857143,1399.64,,0.18433204042323384,0.5800811091562346,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABAN,20260925,14.78,14.78,13.68,13.85,1340086.56,ABAN OFFSHORE LTD.,Diversified,Cash Only,20260925,14.103333333333333,14.23,13.976666666666667,14.23,13.976666666666667,0.25333333333333385,1.8291215403128798,Wide,Bearish,Below CPR,False,False,1.0,4,1218894.565,False,False,Lower,False,Neutral,False,None,,,,,1.099427791771309,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABANSENT,20260925,26.45,28.38,26.34,27.18,746969.46,ABANS ENTERPRISES LTD.,Diversified,Cash Only,20260925,27.3,27.36,27.240000000000002,27.36,27.240000000000002,0.11999999999999744,0.44150110375275003,Moderate,Bearish,Below CPR,False,False,0.4,10,1039046.595,False,False,Higher,False,Neutral,False,None,,,,,0.7188989055875785,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABB,20260925,7240.0,7405.5,7025.0,7052.5,4833945058.0,ABB INDIA LIMITED,Capital Goods,F&O + Cash,20260925,7161.0,7215.25,7106.75,7215.25,7106.75,108.5,1.5384615384615385,Wide,Bearish,Below CPR,False,False,0.8148148148148148,54,7055966626.75,False,False,Inside,True,Neutral,False,None,447.75,6317.07,,0.24232272473478503,0.68508615668248,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABBOTINDIA,20260925,27200.0,27490.0,26780.0,26955.0,625147195.0,ABBOTT INDIA LIMITED,Healthcare,Cash Only,20260925,27075.0,27135.0,27015.0,27135.0,27015.0,120.0,0.4451864218141347,Moderate,Bearish,Below CPR,False,False,0.4444444444444444,54,1048824735.0,False,False,Higher,True,Neutral,False,None,1071.7857142857142,27309.4,,0.11196267910696435,0.5960454346073369,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABCAPITAL,20260925,405.1,405.45,384.8,390.0,5037630058.75,ADITYA BIRLA CAPITAL LTD.,Financial Services,F&O + Cash,20260925,393.4166666666667,395.125,391.70833333333337,395.125,391.70833333333337,3.4166666666666288,0.8760683760683664,Wide,Bearish,Below CPR,False,False,0.48148148148148145,54,7010152058.125,False,False,Overlapping,True,Neutral,False,None,21.81785714285713,358.395,,0.1565995525727053,0.7186192277970944,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABCOTS,20260925,214.9,214.9,200.01,203.07,3843811.8600000003,A B COTSPIN INDIA LIMITED,Diversified,Cash Only,20260925,205.99333333333334,207.45499999999998,204.5316666666667,207.45499999999998,204.5316666666667,2.9233333333332894,1.4395692782455751,Wide,Bearish,Below CPR,False,False,0.6415094339622641,53,42286203.3,False,False,Lower,True,Neutral,False,None,16.123571428571434,321.5124,,0.18130805239297407,0.0908999049342413,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABDL,20260925,649.95,753.8,631.7,715.05,9844756466.75,ALLIED BLEND N DISTILS L,Fast Moving Consumer Goods,Cash Only,20260925,700.1833333333334,692.75,707.6166666666668,707.6166666666668,692.75,14.866666666666788,2.07910868703822,Wide,Bullish,Above CPR,False,False,0.6481481481481481,54,1080162626.975,False,False,Higher,True,Neutral,False,None,50.20357142857143,572.755,,0.2961276706741624,9.114142834510284,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABFRL,20260925,50.15,50.56,47.88,49.14,855727764.28,ADITYA BIRLA FASHION & RT,Consumer Services,Cash Only,20260925,49.19333333333333,49.22,49.16666666666666,49.22,49.16666666666666,0.05333333333334167,0.10853344186679216,Narrow,Bearish,Below CPR,False,True,0.037037037037037035,54,1280934972.8600001,True,True,Lower,True,Neutral,True,None,4.095714285714285,65.4638,,0.013021741657948787,0.6680493408415408,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABINFRA,20260925,12.06,12.8,11.71,12.58,22011985.07,A B INFRABUILD LIMITED,Real Estate & Infra,Cash Only,20260925,12.363333333333335,12.255,12.47166666666667,12.47166666666667,12.255,0.21666666666666856,1.7223105458399728,Wide,Bullish,Above CPR,False,False,0.5471698113207547,53,80917659.74,False,False,Higher,True,Neutral,False,None,1.5592857142857144,19.1144,,0.13895251183386897,0.2720294326445878,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABLBL,20260925,81.5,82.33,77.78,78.72,265374908.29,ADITYA BIRLA LIFES BRAN L,Consumer Services,Cash Only,20260925,79.61,80.055,79.16499999999999,80.055,79.16499999999999,0.8900000000000148,1.1305894308943278,Wide,Bearish,Below CPR,False,False,0.5185185185185185,54,535535916.06999993,False,False,Lower,True,Neutral,False,None,4.635714285714288,105.8974,,0.19198767334360864,0.495531485987791,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABMINTLLTD,20260925,48.99,48.99,45.2,45.2,228506.32,ABM INTERNATIONAL LTD,Diversified,Cash Only,20260925,46.46333333333333,47.095,45.83166666666666,47.095,45.83166666666666,1.2633333333333354,2.7949852507374673,Wide,Bearish,Below CPR,False,False,0.7096774193548387,31,188056.69,False,False,Lower,True,Neutral,False,None,6.095714285714286,,,0.20724943363799736,1.2150927467669457,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABMKNO,20260925,170.5,189.0,167.2,174.07,1612296.74,A B M KNOWLEDGEWARE LTD.,Diversified,Cash Only,20260925,176.75666666666666,178.1,175.41333333333333,178.1,175.41333333333333,2.6866666666666674,1.5434403783918351,Wide,Bearish,Below CPR,False,False,0.5217391304347826,23,1962443.4100000001,False,False,Inside,True,Neutral,False,None,17.615000000000002,,,0.15252152521525217,0.8215761696792061,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ABREL,20260925,1266.2,1288.7,1189.6,1230.9,1393699517.0,ADITYA BIRLA REAL EST LTD,Realty,Cash Only,20260925,1236.4,1239.15,1233.65,1239.15,1233.65,5.5,0.44682752457551383,Moderate,Bearish,Below CPR,False,False,0.2037037037037037,54,1283942916.1,True,False,Lower,True,Neutral,True,None,96.63571428571431,1428.2480000000003,,0.056914775667085506,1.0854840192065451,False,False,Short,0.5,None,Week 28 Sep – 02 Oct 2026,Weekly,0,-2,0,-2
ACC,20260925,1260.0,1272.0,1230.5,1236.4,416761012.5,ACC LIMITED,Construction Materials,Cash Only,20260925,1246.3,1251.25,1241.35,1251.25,1241.35,9.900000000000091,0.8007117437722493,Wide,Bearish,Below CPR,False,False,0.5740740740740741,54,1332063309.5,False,False,Overlapping,True,Neutral,False,None,55.321428571428605,1512.736,,0.17895416397676073,0.31286877247331013,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACCELYA,20260925,1123.0,1130.9,1108.6,1110.0,35724738.2,ACCELYA SOLN INDIA LTD,Diversified,Cash Only,20260925,1116.5,1119.75,1113.25,1119.75,1113.25,6.5,0.5855855855855856,Moderate,Bearish,Below CPR,False,False,0.42592592592592593,54,64253778.65,False,False,Overlapping,True,Neutral,False,None,36.000000000000014,1210.432,,0.1805555555555555,0.555994354738233,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACCURACY,20260925,4.63,4.7,4.09,4.28,1829835.74,ACCURACY SHIPPING LIMITED,Diversified,Cash Only,20260925,4.3566666666666665,4.395,4.318333333333333,4.395,4.318333333333333,0.07666666666666622,1.7912772585669676,Wide,Bearish,Below CPR,False,False,0.6190476190476191,42,2509456.01,False,False,Lower,True,Neutral,False,None,0.7542857142857144,,,0.10164141414141352,0.7291762568095387,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACE,20260925,1243.0,1268.0,1212.1,1226.6,1936101166.4,ACTION CONST EQUIP LTD,Capital Goods,Cash Only,20260925,1235.5666666666666,1240.05,1231.0833333333333,1240.05,1231.0833333333333,8.966666666666697,0.7310179901081606,Moderate,Bearish,Below CPR,False,False,0.3333333333333333,54,1024174728.175,False,False,Higher,True,Neutral,False,None,80.12500000000003,968.595,,0.1119084763390539,1.890401230510718,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACEINTEG,20260925,17.37,18.78,16.6,17.58,275361.20999999996,ACE INTEGRATED SOLU. LTD.,Diversified,Cash Only,20260925,17.653333333333332,17.69,17.616666666666664,17.69,17.616666666666664,0.07333333333333769,0.41714069017825767,Moderate,Bearish,Below CPR,False,False,0.24074074074074073,54,446653.75,True,True,Inside,True,Neutral,True,None,2.039285714285714,19.868,,0.03596030356100623,0.6164981487337786,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACGL,20260925,1737.2,1773.9,1700.0,1737.8,8968382.299999999,AUTOMOBILE CORPN OF GOA L,Diversified,Cash Only,20260925,1737.2333333333333,1736.95,1737.5166666666667,1737.5166666666667,1736.95,0.566666666666606,0.03260827866650973,Narrow,Bullish,Above CPR,True,False,0.16666666666666666,6,7053258.0,True,False,Lower,False,Neutral,False,None,,,,,1.2715233584252836,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACI,20260925,469.95,496.0,458.0,482.55,629180717.95,ARCHEAN CHEMICAL IND LTD,Diversified,Cash Only,20260925,478.84999999999997,477.0,480.69999999999993,480.69999999999993,477.0,3.699999999999932,0.7667599212516696,Wide,Bullish,Above CPR,False,False,0.24074074074074073,54,372203072.85,False,False,Higher,True,Neutral,True,None,39.42857142857143,552.6299999999999,,0.09384057971014319,1.6904232228183766,False,False,Long,0.5,None,Week 28 Sep – 02 Oct 2026,Weekly,0,2,0,2
ACL,20260925,42.97,43.65,42.1,42.63,1766793.18,ANDHRA CEMENTS LIMITED,Diversified,Cash Only,20260925,42.79333333333333,42.875,42.71166666666666,42.875,42.71166666666666,0.1633333333333411,0.3831417624521255,Moderate,Bearish,Below CPR,False,False,0.11627906976744186,43,4349864.04,False,False,Higher,True,Neutral,True,None,2.5521428571428557,,,0.06399850732344743,0.4061720467014872,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACMESOLAR,20260925,439.0,476.9,431.5,442.9,8125324279.35,ACME SOLAR HOLDINGS LTD,Power,Cash Only,20260925,450.43333333333334,454.2,446.6666666666667,454.2,446.6666666666667,7.533333333333303,1.700910664559337,Wide,Bearish,Below CPR,False,False,0.5370370370370371,54,1981634568.8799999,False,False,Higher,True,Neutral,False,None,34.6892857142857,297.3036,,0.2171659974604474,4.1003141582972855,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACSTECH,20260925,67.8,84.38,67.79,84.38,150047088.74,A C S TECHNOLOGIES LTD.,Information Technology,Cash Only,20260925,78.85000000000001,76.08500000000001,81.61500000000001,81.61500000000001,76.08500000000001,5.530000000000001,6.5536857075136306,Wide,Bullish,Above CPR,False,False,1.0,23,37631700.85,False,False,Higher,True,Neutral,False,None,6.690714285714285,,,0.8265186292302767,3.9872523790005627,False,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ACUTAAS,20260925,3460.0,3509.9,3167.0,3272.5,5734650334.5,ACUTAAS CHEMICALS LIMITED,Healthcare,Cash Only,20260925,3316.4666666666667,3338.45,3294.4833333333336,3338.45,3294.4833333333336,43.96666666666624,1.343519225872154,Wide,Bearish,Below CPR,False,False,0.42592592592592593,54,4219725514.6,False,False,Overlapping,True,Neutral,False,None,312.1928571428572,2494.318,,0.14083175082557195,1.3590102755874642,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ADANIENSOL,20260925,1421.1,1432.4,1315.0,1338.5,11043235298.0,ADANI ENERGY SOLUTION LTD,Power,F&O + Cash,20260925,1361.9666666666667,1373.7,1350.2333333333333,1373.7,1350.2333333333333,23.466666666666697,1.7532063254887333,Wide,Bearish,Below CPR,False,False,0.6296296296296297,54,10002746389.7,False,False,Lower,True,Neutral,False,None,114.62857142857145,1227.274,,0.2047191758059158,1.1040203227956882,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ADANIENT,20260925,2995.6,3026.1,2898.2,2916.5,12126996904.3,ADANI ENTERPRISES LIMITED,Metals & Mining,F&O + Cash,20260925,2946.933333333333,2962.1499999999996,2931.7166666666662,2962.1499999999996,2931.7166666666662,30.433333333333394,1.043488199325678,Wide,Bearish,Below CPR,False,False,0.48148148148148145,54,19354339556.699997,False,False,Lower,True,Neutral,False,None,175.70714285714277,2530.626,,0.1732048728268091,0.6265776658910549,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ADANIGREEN,20260925,1332.0,1332.0,1270.2,1296.6,6583117814.6,ADANI GREEN ENERGY LTD,Power,F&O + Cash,20260925,1299.6,1301.1,1298.1,1301.1,1298.1,3.0,0.2313743637204998,Narrow,Bearish,Below CPR,False,True,0.16666666666666666,54,14254067422.449999,True,True,Inside,True,Neutral,True,None,91.1214285714286,1167.986,,0.03292310104256486,0.4618413551371072,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ADANIPORTS,20260925,1793.7,1812.7,1766.7,1788.0,12283857275.7,ADANI PORT & SEZ LTD,Services,F&O + Cash,20260925,1789.1333333333332,1789.7,1788.5666666666664,1789.7,1788.5666666666664,1.1333333333336668,0.06338553318420956,Narrow,Bearish,Below CPR,False,True,0.018518518518518517,54,16316753823.95,True,True,Inside,True,Neutral,True,None,83.9714285714286,1600.568,,0.013496654190771801,0.7528370782716322,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
ADANIPOWER,20260925,207.64,210.55,196.1,202.75,16339461381.32,ADANI POWER LTD,Power,F&O + Cash,20260925,203.13333333333333,203.325,202.94166666666666,203.325,202.94166666666666,0.38333333333332575,0.189066995478829,Narrow,Bearish,Below CPR,False,True,0.14814814814814814,54,23356202947.015,False,False,Lower,True,Neutral,True,None,11.569285714285714,181.334,,0.03313370788829142,0.6995769568532644,True,False,No setup,0.0,None,Week 28 Sep – 02 Oct 2026,Weekly,0,0,0,0
