SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Own_Narrow,Bias,Price_Position,Segment,Confluence_Score,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
ZYDUSLIFE,Healthcare,1107.5,1107.5,1111.75,1103.25,0.7734303912647862,0.15,Lower,Watch Short,True,Bearish,Inside CPR,F&O + Cash,-1,Short,46,Weak confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: partially aligned (1/2) (12/20); Participation: light (0.61x) (4/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
JYOTICNC,Capital Goods,967.7,968.6833333333334,972.3,965.0666666666668,0.7523358815677488,0.16666666666666666,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,50,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.27x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
GODREJCP,Fast Moving Consumer Goods,863.0,863.5333333333333,866.8,860.2666666666667,0.7623492804356247,0.15,Overlapping,Watch Short,True,Bearish,Inside CPR,F&O + Cash,-1,Short,70,Confirmed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.50x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
KNACK,Diversified,179.69,180.01000000000002,180.72500000000002,179.29500000000002,0.8007615634449584,0.04081632653061224,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,54,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: light (0.65x) (4/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
GPPL,Diversified,162.24,162.49333333333334,163.15,161.83666666666667,0.8148240062869664,0.2,Overlapping,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,50,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: opposes SMA direction (0/20); Participation: confirmed (1.24x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
ICICIBANK,Financial Services,1358.8,1363.6000000000001,1370.2,1357.0000000000002,0.9774881516587542,0.13333333333333333,Lower,Watch Short,True,Bearish,Inside CPR,F&O + Cash,-1,Short,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.84x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
PREMIERPOL,Diversified,82.62,82.70666666666666,83.11,82.30333333333333,0.9849409849409914,0.21666666666666667,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,42,Weak confirmation,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: opposes SMA direction (0/20); Participation: moderate (0.95x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
KANSAINER,Diversified,184.81,185.08333333333334,186.11,184.05666666666667,1.1218561620135177,0.15,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,70,Confirmed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: confirmed (1.30x) (20/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
MHRIL,Diversified,193.51,194.45333333333335,195.48000000000002,193.42666666666668,1.0672210672210716,0.06666666666666667,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.88x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
MBEL,Diversified,254.4,255.46666666666667,256.875,254.05833333333334,1.1148492644633534,0.08333333333333333,Lower,Watch Short,True,Bearish,Inside CPR,Cash Only,-1,Short,62,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Inside CPR; watch state (10/20); Trend: aligned with SMA50/SMA100 (20/20); Participation: moderate (0.79x) (12/20); Higher timeframe: slightly aligned (-1) (12/20),Wide CPR,Wide Consolidation,Watch,Wide CPR + close inside CPR; consolidation/range watch
