SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
SIMPLEXINF,EQ,SIMPLEX INFRASTRUCTURES L,175.5,189.7,175.5,182.61,229587,42265228.75,20260408,182.60333333333327,182.6,182.60666666666663,182.60666666666663,182.6,0.0066666666666606,0.003650767573879,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,15596833.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PILANIINVS,EQ,PILANI INV & IND COR LTD,4500.0,4545.0,4457.1,4514.4,2288,10288005.0,20260408,4505.5,4501.05,4509.95,4509.95,4501.05,8.899999999999636,0.1971469076732154,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2833333333333333,60,8994962.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PFS,EQ,PTC INDIA FIN SERV LTD,28.3,28.55,27.8,28.26,1143134,32219916.83,20260408,28.203333333333333,28.175,28.231666666666666,28.231666666666666,28.175,0.0566666666666648,0.2005189903279011,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,17895267.700000003,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PATELENG,EQ,PATEL ENGINEERING LTD.,26.25,26.74,26.02,26.46,5016209,132333165.0,20260408,26.406666666666663,26.38,26.433333333333334,26.433333333333334,26.38,0.0533333333333345,0.2015621063240157,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,154269221.49,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SASKEN,EQ,SASKEN TECHNOLOGIES LTD,1235.0,1253.0,1219.7,1240.1,10887,13521800.4,20260408,1237.6,1236.35,1238.85,1238.85,1236.35,2.5,0.20159664543182,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,21561329.85,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MRF,EQ,MRF LTD,134465.0,134465.0,130830.0,133050.0,13484,1793943070.0,20260408,132781.66666666666,132647.5,132915.8333333333,132915.8333333333,132647.5,268.333333333314,0.2016785669547643,Narrow,Bullish,Above CPR,Cash Only,Automobile and Auto Components,True,False,0.2833333333333333,60,939346307.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SATIA,EQ,SATIA INDUSTRIES LIMITED,62.46,65.6,62.11,64.05,133832,8553247.62,20260408,63.92,63.855,63.98499999999999,63.98499999999999,63.855,0.1299999999999954,0.2029664324746221,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2333333333333333,60,6399790.555,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JNKINDIA,EQ,JNK INDIA LIMITED,274.0,275.0,262.7,269.68,496391,133621468.72,20260408,269.1266666666667,268.85,269.4033333333334,269.4033333333334,268.85,0.5533333333333985,0.205181449619326,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,36970448.010000005,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BHARTIARTL,EQ,BHARTI AIRTEL LIMITED,1864.0,1871.5,1840.2,1861.6,11587604,21532971581.5,20260408,1857.7666666666664,1855.85,1859.683333333333,1859.683333333333,1855.85,3.83333333333303,0.2059160578713488,Narrow,Bullish,Above CPR,Cash Only,Telecommunication,True,False,0.3666666666666666,60,14995378296.85,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TARACHAND,EQ,TARA CHAND INFRA SOLN LTD,60.99,62.69,59.61,61.34,114048,6942971.47,20260408,61.21333333333333,61.15,61.27666666666666,61.27666666666666,61.15,0.1266666666666651,0.2064992935550459,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,5342325.5600000005,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APLLTD,EQ,ALEMBIC PHARMA LTD,716.0,748.0,700.0,726.25,157807,113659777.85,20260408,724.75,724.0,725.5,725.5,724.0,1.5,0.2065404475043029,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3833333333333333,60,35702472.400000006,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INSECTICID,EQ,INSECTICIDES (I) LTD,649.0,650.0,634.0,644.0,84532,54292938.45,20260408,642.6666666666666,642.0,643.3333333333333,643.3333333333333,642.0,1.3333333333332575,0.2070393374741083,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2333333333333333,60,17828452.575000003,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NITIRAJ,EQ,NITIRAJ ENGINEERS LTD,218.7,218.7,211.02,215.53,1151,247587.85,20260408,215.08333333333331,214.86,215.30666666666667,215.30666666666667,214.86,0.4466666666666583,0.2072410646623014,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,776212.245,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIANHUME,EQ,INDIAN HUME PIPE CO. LTD.,337.0,340.0,332.0,337.05,47381,15938812.35,20260408,336.35,336.0,336.69999999999993,336.69999999999993,336.0,0.6999999999999318,0.2076843198338323,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,60,8598604.100000001,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DANGEE,EQ,DANGEE DUMS LIMITED,3.09,3.3,3.08,3.2,96836,308217.18,20260408,3.1933333333333334,3.19,3.1966666666666668,3.1966666666666668,3.19,0.0066666666666668,0.2083333333333381,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,277991.46,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SILGO,EQ,SILGO RETAIL LIMITED,74.99,78.28,74.01,76.39,518617,39819944.17,20260408,76.22666666666667,76.14500000000001,76.30833333333334,76.30833333333334,76.14500000000001,0.1633333333333269,0.2138150717807656,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2166666666666666,60,14143535.715,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VINDHYATEL,EQ,VINDHYA TELELINKS LTD,1129.15,1166.85,1112.0,1143.1,31323,35736802.3,20260408,1140.65,1139.425,1141.8749999999998,1141.8749999999998,1139.425,2.449999999999818,0.2143294549907985,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2333333333333333,60,18852211.25,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AGIIL,EQ,AGI INFRA LIMITED,320.85,361.25,316.05,339.75,8262265,2826141365.7,20260408,339.01666666666665,338.65,339.3833333333333,339.3833333333333,338.65,0.7333333333333485,0.215844984056909,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,509167213.025,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,3804.9,3990.0,3753.9,3884.7,155420,606382854.3,20260408,3876.2,3871.95,3880.449999999999,3880.449999999999,3871.95,8.49999999999909,0.2188071150925191,Narrow,Bullish,Above CPR,Cash Only,Automobile and Auto Components,True,False,0.3,60,254580792.05,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PREMIERENE,EQ,PREMIER ENERGIES LIMITED,962.5,973.95,939.05,959.65,1663028,1589699719.3,20260408,957.55,956.5,958.6,958.6,956.5,2.1000000000001364,0.2188297816912558,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.25,60,1398472101.4,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REPRO,EQ,REPRO INDIA LIMITED,365.0,369.0,356.1,363.75,11880,4317593.7,20260408,362.95,362.55,363.35,363.35,362.55,0.7999999999999545,0.2199312714776507,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2,60,4984933.825,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADANIENT,EQ,ADANI ENTERPRISES LIMITED,2000.0,2099.0,1975.1,2043.8,4197831,8527195411.7,20260408,2039.3,2037.05,2041.55,2041.55,2037.05,4.5,0.2201780996183579,Narrow,Bullish,Above CPR,Cash Only,Metals & Mining,True,False,0.25,60,2832785256.45,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PARAS,EQ,PARAS DEF AND SPCE TECH L,676.85,676.85,652.3,666.8,770642,510398816.3,20260408,665.3166666666667,664.575,666.0583333333334,666.0583333333334,664.575,1.4833333333333485,0.2224555088982226,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,60,382087098.525,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INTELLECT,EQ,INTELLECT DESIGN ARENA,690.0,692.0,674.0,685.3,358189,244565772.05,20260408,683.7666666666668,683.0,684.5333333333335,684.5333333333335,683.0,1.5333333333335304,0.2237462911620502,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.2,60,239738656.575,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
POLYMED,EQ,POLY MEDICURE LIMITED,1414.9,1456.2,1414.9,1440.4,174903,250679968.7,20260408,1437.1666666666667,1435.5500000000002,1438.7833333333333,1438.7833333333333,1435.5500000000002,3.233333333333121,0.2244746829584227,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1833333333333333,60,253837334.85,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DHANBANK,EQ,DHANLAXMI BANK LIMITED,24.5,25.79,24.24,25.1,2937924,73441325.2,20260408,25.043333333333333,25.015,25.071666666666665,25.071666666666665,25.015,0.0566666666666648,0.2257636122177883,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.4,60,12866426.88,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANTHEM,EQ,ANTHEM BIOSCIENCES LTD,680.0,699.9,676.8,690.7,1192632,824208260.95,20260408,689.1333333333332,688.3499999999999,689.9166666666665,689.9166666666665,688.3499999999999,1.566666666666606,0.2268230297765463,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.3833333333333333,60,119630840.875,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVIND,EQ,ARVIND LIMITED,385.0,385.0,375.1,381.35,346467,131743747.45,20260408,380.48333333333335,380.05,380.9166666666667,380.9166666666667,380.05,0.8666666666666742,0.2272627944582861,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2,60,141501263.3,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MARKSANS,EQ,MARKSANS PHARMA LIMITED,176.0,176.0,172.0,174.6,645618,112355475.55,20260408,174.20000000000002,174.0,174.40000000000003,174.40000000000003,174.0,0.4000000000000341,0.2290950744559187,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2333333333333333,60,106397736.575,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AARTIIND,EQ,AARTI INDUSTRIES LTD,420.0,427.7,412.8,421.7,649290,274242904.55,20260408,420.73333333333335,420.25,421.2166666666667,421.2166666666667,420.25,0.966666666666697,0.229230890838676,Narrow,Bullish,Above CPR,Cash Only,Chemicals,True,False,0.2333333333333333,60,280385552.975,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APARINDS,EQ,APAR INDUSTRIES LTD.,10450.0,10569.0,10336.5,10489.0,75126,787888662.0,20260408,10464.833333333334,10452.75,10476.916666666668,10476.916666666668,10452.75,24.16666666666788,0.2304001016938495,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.1666666666666666,60,770506804.75,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ULTRACEMCO,EQ,ULTRATECH CEMENT LIMITED,11400.0,11776.0,11349.0,11603.0,612764,7132257583.0,20260408,11576.0,11562.5,11589.5,11589.5,11562.5,27.0,0.2326984400586055,Narrow,Bullish,Above CPR,Cash Only,Construction Materials,True,False,0.2833333333333333,60,3489094732.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAUKRI,EQ,INFO EDGE (I) LTD,1040.0,1040.0,1018.15,1032.7,1747493,1795347899.45,20260408,1030.2833333333335,1029.075,1031.491666666667,1031.491666666667,1029.075,2.41666666666697,0.2340143959201094,Narrow,Bullish,Above CPR,Cash Only,Consumer Services,True,False,0.2333333333333333,60,1741698996.6,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LTD,4052.9,4124.8,3921.6,4037.4,202926,817558123.5,20260408,4027.933333333333,4023.2,4032.666666666666,4032.666666666666,4023.2,9.466666666666242,0.2344743316655828,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,432153648.9,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NIMBSPROJ,EQ,NIMBUS PROJECTS LIMITED,194.8,204.41,193.71,199.77,253693,51075451.05,20260408,199.29666666666665,199.06,199.5333333333333,199.5333333333333,199.06,0.4733333333333007,0.2369391466853385,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,51075451.05,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DEN,EQ,DEN NETWORKS LTD,26.5,26.78,25.87,26.42,906868,23852738.72,20260408,26.35666666666667,26.325000000000003,26.388333333333332,26.388333333333332,26.325000000000003,0.0633333333333325,0.2397173858188212,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.35,60,10361202.54,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADFFOODS,EQ,ADF FOODS LIMITED,184.99,187.9,180.5,184.87,184475,34065295.75,20260408,184.4233333333333,184.2,184.64666666666665,184.64666666666665,184.2,0.4466666666666583,0.2416112223003507,Narrow,Bullish,Above CPR,Cash Only,FMCG & Food Products,True,False,0.1333333333333333,60,19784468.99,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GNFC,EQ,GUJ NAR VAL FER & CHEM L,421.0,422.2,413.35,419.3,368424,154345809.8,20260408,418.2833333333333,417.775,418.7916666666666,418.7916666666666,417.775,1.0166666666666515,0.2424676047380518,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3666666666666666,60,87109444.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MANGLMCEM,EQ,MANGALAM CEMENT LTD,870.45,878.8,846.9,866.0,129164,111438151.7,20260408,863.9,862.8499999999999,864.95,864.95,862.8499999999999,2.1000000000001364,0.2424942263279603,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2833333333333333,60,48344609.375,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
APOLLOTYRE,EQ,APOLLO TYRES LTD,425.05,444.0,425.0,436.1,2409572,1051004523.0,20260408,435.0333333333333,434.5,435.5666666666666,435.5666666666666,434.5,1.066666666666606,0.244592218910022,Narrow,Bullish,Above CPR,Cash Only,Automobile and Auto Components,True,False,0.2666666666666666,60,437563521.4500001,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KNRCON,EQ,KNR CONSTRU LTD.,119.0,119.7,116.51,118.54,3647066,431623000.18,20260408,118.25,118.105,118.395,118.395,118.105,0.289999999999992,0.2446431584275283,Narrow,Bullish,Above CPR,Cash Only,Infrastructure,True,False,0.2666666666666666,60,160836842.43,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ZYDUSLIFE,EQ,ZYDUS LIFESCIENCES LTD,897.0,897.0,879.55,891.55,748386,663893305.25,20260408,889.3666666666667,888.275,890.4583333333334,890.4583333333334,888.275,2.183333333333394,0.2448918550090734,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.2666666666666666,60,493915799.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAJMET,EQ,RAJNANDINI METAL LIMITED,4.15,4.15,3.98,4.08,675999,2754940.9,20260408,4.07,4.065,4.075,4.075,4.065,0.0099999999999997,0.245098039215681,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2166666666666666,60,1449094.54,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TVTODAY,EQ,TV TODAY NETWORK LTD,109.5,109.6,106.0,108.2,83146,8936172.16,20260408,107.93333333333334,107.8,108.06666666666668,108.06666666666668,107.8,0.2666666666666799,0.2464571780653233,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2833333333333333,60,8860438.365,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RELIABLE,EQ,RELIABLE DATA SERVICE LTD,119.0,120.0,115.46,118.17,81852,9674518.73,20260408,117.87666666666668,117.73,118.02333333333334,118.02333333333334,117.73,0.2933333333333507,0.2482299512002629,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,24,5619748.585,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
