SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
VSTL,EQ,VIBHOR STEEL TUBES LTD,125.2,129.5,125.2,127.36,11109,1414229.71,20260513,127.35333333333334,127.35,127.35666666666668,127.35666666666668,127.35,0.006666666666689,0.0052345058626641,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,2519941.89,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PONNIERODE,EQ,PONNIE SUGARS (ERODE) LTD,313.0,318.95,311.6,315.3,13661,4305109.7,20260513,315.2833333333333,315.275,315.29166666666663,315.29166666666663,315.275,0.0166666666666515,0.0052859710328739,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,4877036.775,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KITEX,EQ,KITEX GARMENTS LTD,158.0,160.86,157.15,159.02,489430,77963245.12,20260513,159.01,159.005,159.015,159.015,159.005,0.0099999999999909,0.0062885171676461,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,138121448.08499998,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SCANSTL,EQ,SCAN STEELS LTD.,38.04,40.0,37.11,38.56,49177,1921282.57,20260513,38.556666666666665,38.555,38.55833333333333,38.55833333333333,38.555,0.0033333333333303,0.0086445366528275,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,1555015.45,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FEDDERSHOL,EQ,FEDDERS HOLDING LTD.,33.16,34.75,33.16,33.95,193738,6583746.52,20260513,33.95333333333333,33.955,33.95166666666667,33.955,33.95166666666667,0.0033333333333303,0.0098183603338153,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0588235294117647,17,12414375.01,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FRONTSP,EQ,FRONTIER SPRINGS LTD.,1636.2,1697.0,1632.5,1665.0,17138,28448996.3,20260513,1664.8333333333333,1664.75,1664.9166666666663,1664.9166666666663,1664.75,0.166666666666515,0.0100100100100009,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0588235294117647,17,18874050.6,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FINCABLES,EQ,FINOLEX CABLES LTD,1069.95,1092.65,1063.0,1077.65,363765,392467281.25,20260513,1077.7666666666669,1077.825,1077.7083333333333,1077.825,1077.7083333333333,0.1166666666667879,0.0108260257659525,Narrow,Bearish,Below CPR,Cash Only,Capital Goods,False,True,0.0166666666666666,60,398894457.9500001,Lower,True,Short,True,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOSTAR,EQ,INDOSTAR CAPITAL FIN LTD,205.14,205.14,198.51,201.79,71391,14358113.08,20260513,201.8133333333333,201.825,201.80166666666665,201.825,201.80166666666665,0.0233333333333689,0.0115631762393423,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0166666666666666,60,26617253.91,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KERNEX,EQ,KERNEX MICROSYS(I) LTD,1364.0,1454.0,1357.9,1406.2,253368,357160175.8,20260513,1406.0333333333335,1405.95,1406.116666666667,1406.116666666667,1405.95,0.1666666666669698,0.0118522732660339,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,178054379.25,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TBZ,EQ,TRIB BHIMJI ZAVERI LTD,131.25,138.48,131.25,134.84,303254,41016136.78,20260513,134.85666666666668,134.865,134.84833333333336,134.865,134.84833333333336,0.0166666666666515,0.0123603282903081,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0166666666666666,60,32873179.36,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABB,EQ,ABB INDIA LIMITED,6344.0,6395.0,6212.5,6305.0,367052,2315157369.0,20260513,6304.166666666667,6303.75,6304.583333333334,6304.583333333334,6303.75,0.8333333333339397,0.0132170235263114,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.0166666666666666,60,2257360512.5,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANTHEM,EQ,ANTHEM BIOSCIENCES LTD,811.0,817.9,801.45,809.85,326666,264853553.05,20260513,809.7333333333332,809.675,809.7916666666665,809.7916666666665,809.675,0.1166666666665605,0.0144059599514182,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.05,60,166741247.325,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SARDAEN,EQ,SARDA ENERGY & MIN LTD,563.4,583.95,558.1,570.9,736134,420355894.75,20260513,570.9833333333335,571.0250000000001,570.9416666666668,571.0250000000001,570.9416666666668,0.0833333333332575,0.0145968354060706,Narrow,Bearish,Below CPR,Cash Only,Metals & Mining,False,True,0.0333333333333333,60,233319223.375,Inside,True,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KISSHT,EQ,ONEMI TECHNOLOGY SOL LTD,200.0,211.99,197.3,204.69,5055194,1038069398.3,20260513,204.66,204.645,204.675,204.675,204.645,0.0299999999999727,0.0146563095412441,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,2362185434.25,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STLTECH,EQ,STERLITE TECHNOLOGIES LTD,398.3,414.0,396.1,405.15,6308634,2551000448.8,20260513,405.0833333333333,405.05,405.1166666666666,405.1166666666666,405.05,0.066666666666606,0.0164548109753439,Narrow,Bullish,Above CPR,Cash Only,Telecom Cables,True,False,0.0833333333333333,60,1581079879.655,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GPTHEALTH,EQ,GPT HEALTHCARE LIMITED,140.14,143.49,140.14,141.78,31612,4475826.16,20260513,141.8033333333333,141.815,141.79166666666663,141.815,141.79166666666663,0.0233333333333689,0.0164574222974812,Narrow,Bearish,Below CPR,Cash Only,Healthcare & Pharma,False,True,0.0333333333333333,60,13155180.98,Higher,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAJEL,EQ,BAJEL PROJECTS LIMITED,166.5,173.75,166.22,170.03,215258,36683022.41,20260513,170.0,169.985,170.015,170.015,169.985,0.0299999999999727,0.0176439451861275,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0333333333333333,60,38836704.17,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KPEL,EQ,K.P. ENERGY LIMITED,360.0,374.5,360.0,367.35,422098,155255206.3,20260513,367.2833333333333,367.25,367.3166666666666,367.3166666666666,367.25,0.066666666666606,0.018147996914824,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,88922028.44,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DELTACORP,EQ,DELTA CORP LIMITED,72.76,73.13,71.11,72.1,2021951,146113090.65,20260513,72.11333333333333,72.12,72.10666666666665,72.12,72.10666666666665,0.0133333333333496,0.0184928340268372,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0166666666666666,60,86135755.41499999,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PROTEAN,EQ,PROTEAN EGOV TECHNO LTD,537.3,541.4,530.8,535.95,174626,93677296.0,20260513,536.05,536.0999999999999,536.0,536.0999999999999,536.0,0.099999999999909,0.0186584569455936,Narrow,Bearish,Below CPR,Cash Only,FMCG & Food Products,False,True,0.05,60,170799626.125,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
3IINFOLTD,EQ,3I INFOTECH LIMITED,17.5,17.75,17.46,17.61,637516,11181236.65,20260513,17.606666666666666,17.605,17.60833333333333,17.60833333333333,17.605,0.0033333333333303,0.0189286390308364,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.0333333333333333,60,7781460.37,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JOCIL,EQ,JOCIL LIMITED,141.8,141.8,134.0,137.86,1660,228657.22,20260513,137.88666666666668,137.9,137.87333333333336,137.9,137.87333333333336,0.0266666666666424,0.0193432951303078,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.05,60,430218.94,Higher,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ELECTCAST,EQ,ELECTROSTEEL CASTINGS LTD,85.01,87.05,84.7,85.85,1580710,136052565.39,20260513,85.86666666666667,85.875,85.85833333333335,85.875,85.85833333333335,0.0166666666666515,0.0194137060764723,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.0666666666666666,60,202467463.845,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVSMART,EQ,ARVIND SMARTSPACES LTD,592.25,598.9,587.55,593.05,19364,11487731.6,20260513,593.1666666666666,593.2249999999999,593.1083333333333,593.2249999999999,593.1083333333333,0.1166666666665605,0.0196723154315084,Narrow,Bearish,Below CPR,Cash Only,Consumer & Retail,False,True,0.0166666666666666,60,25603736.200000003,Lower,True,Short,False,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANDHRSUGAR,EQ,ANDHRA SUGARS LTD,92.65,97.25,92.65,94.92,346979,33151886.76,20260513,94.94,94.95,94.93,94.95,94.93,0.0200000000000102,0.0210703750526867,Narrow,Bearish,Below CPR,Cash Only,FMCG & Food Products,False,True,0.05,60,17790029.335,Inside,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GARFIBRES,EQ,GARWARE TECH FIBRES LTD,625.25,632.0,616.5,624.45,39586,24767826.9,20260513,624.3166666666667,624.25,624.3833333333334,624.3833333333334,624.25,0.1333333333334394,0.0213521232017678,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,34658617.925,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
